Investment,Location,CompetitionLevel,TargetCustomers,MonthlyRent,MarketingBudget,BusinessOutcome
379335,Chandigarh,5,443,32791,29690,Loss
323993,Bhopal,1,725,35667,3481,Medium
425104,Visakhapatnam,2,734,22648,28503,Profitable
271743,Kolkata,6,207,14838,24305,Loss
804811,Kolkata,4,594,7689,6310,Medium
497735,Delhi,8,790,8930,27720,Loss
878206,Delhi,2,510,20562,6375,Profitable
332477,Mumbai,2,558,12929,39117,Profitable
368675,Hyderabad,6,607,6658,11547,Loss
769507,Kolkata,6,71,30881,5459,Loss
746137,Visakhapatnam,3,455,43320,40817,Profitable
243370,Bangalore,10,176,43003,45483,Loss
846707,Visakhapatnam,5,695,46065,14743,Medium
880077,Jaipur,9,915,36415,15600,Loss
371944,Delhi,7,280,49020,18278,Loss
633178,Bhopal,3,768,37777,10126,Medium
607674,Bangalore,4,109,44816,2134,Loss
533723,Pune,5,848,31240,15671,Medium
849127,Hyderabad,8,598,39283,28136,Loss
538907,Jaipur,2,665,30758,32402,Profitable
932351,Coimbatore,4,397,22100,23195,Medium
525599,Coimbatore,2,910,13321,31835,Profitable
573127,Coimbatore,1,472,6749,20683,Profitable
723347,Kolkata,9,679,49374,43582,Loss
285831,Jaipur,5,561,10638,21012,Loss
561908,Chandigarh,5,691,33861,5501,Loss
820923,Hyderabad,7,385,42994,11726,Loss
542545,Kolkata,6,804,38368,39873,Medium
378945,Lucknow,7,681,44565,38899,Loss
889341,Indore,2,554,38348,40309,Profitable
136969,Lucknow,5,868,18412,8012,Loss
897498,Chennai,8,522,35523,35211,Loss
429025,Jaipur,4,522,37513,27667,Loss
250865,Bhopal,6,292,28490,32947,Loss
964707,Jaipur,4,794,30817,43387,Profitable
530163,Lucknow,2,149,34695,10395,Loss
108587,Bangalore,2,306,36212,45691,Loss
345577,Bhopal,9,719,16429,42915,Loss
343702,Kolkata,2,343,39669,2238,Loss
435981,Coimbatore,7,669,25847,25573,Loss
426496,Chennai,4,422,13990,42669,Medium
849127,Bangalore,1,679,40607,3184,Profitable
340498,Indore,5,273,12515,14068,Loss
400239,Bangalore,7,360,10054,46175,Loss
887020,Coimbatore,9,429,35800,36709,Loss
115244,Delhi,2,277,9517,33016,Loss
238029,Bangalore,1,264,40579,33309,Loss
909382,Bhopal,1,778,8487,38581,Profitable
252727,Lucknow,7,920,15361,6484,Loss
395655,Chandigarh,10,966,19213,46745,Loss
485089,Bhopal,2,646,9133,39734,Profitable
774177,Pune,7,111,34179,11193,Loss
811874,Visakhapatnam,2,629,16467,12736,Profitable
225321,Visakhapatnam,7,401,15685,27793,Loss
271699,Lucknow,2,427,31340,44251,Medium
243622,Hyderabad,1,856,13028,17163,Profitable
669496,Delhi,6,127,32689,31284,Loss
357414,Hyderabad,2,356,25398,33316,Medium
404874,Hyderabad,5,334,28187,3642,Loss
424810,Bangalore,10,541,20819,29324,Loss
962380,Delhi,10,209,41785,41534,Loss
419314,Indore,9,445,11098,32839,Loss
200801,Chennai,2,130,40396,21555,Loss
509516,Bhopal,4,402,42931,38352,Loss
212875,Ahmedabad,4,109,9879,9070,Loss
565649,Ahmedabad,1,756,6212,39193,Profitable
493132,Delhi,5,740,33881,32125,Medium
669994,Bhopal,9,777,17229,2525,Loss
472064,Bhopal,6,985,12376,19041,Medium
267292,Coimbatore,10,285,46779,41689,Loss
359341,Delhi,10,820,15107,42019,Loss
260524,Mumbai,5,870,38425,30718,Loss
870233,Mumbai,8,740,17418,8245,Loss
504923,Visakhapatnam,5,726,12022,27982,Medium
715956,Jaipur,6,99,13698,31389,Loss
840675,Chennai,5,354,20481,27574,Medium
165646,Delhi,4,719,31346,36431,Loss
118949,Visakhapatnam,10,157,46661,6077,Loss
837843,Lucknow,9,982,11617,11591,Medium
799219,Hyderabad,1,430,28347,36339,Profitable
734920,Hyderabad,8,507,15246,46719,Loss
541555,Bangalore,8,369,12679,22829,Loss
901012,Delhi,10,395,17374,49988,Loss
158324,Kolkata,4,647,20343,48663,Medium
117198,Lucknow,1,287,6547,49498,Medium
244070,Mumbai,3,208,49624,11218,Loss
674666,Ahmedabad,7,803,27960,6515,Loss
143744,Hyderabad,6,544,29368,14166,Loss
652584,Mumbai,9,669,24375,33062,Loss
772132,Mumbai,6,281,12541,5684,Loss
772314,Chandigarh,4,61,24611,31664,Loss
951326,Chennai,9,251,23187,13374,Loss
936173,Chandigarh,5,724,14376,5160,Medium
188475,Chandigarh,4,411,43216,38515,Loss
705004,Chennai,1,704,8319,23636,Profitable
132993,Visakhapatnam,6,715,31041,11549,Loss
964932,Bangalore,7,814,44533,16037,Medium
527390,Bangalore,5,686,47454,19367,Loss
399691,Hyderabad,3,933,20934,31702,Profitable
159528,Kolkata,10,520,41679,43346,Loss
957170,Bangalore,7,855,33363,18681,Medium
138193,Delhi,6,217,42495,26088,Loss
434483,Kolkata,6,432,43640,16859,Loss
594137,Ahmedabad,5,160,34392,43684,Loss
620034,Visakhapatnam,6,144,41715,47501,Loss
989956,Bhopal,9,209,31358,17582,Loss
190576,Bhopal,5,227,20568,18315,Loss
209051,Mumbai,8,877,19247,17295,Loss
203982,Chandigarh,6,528,39944,25609,Loss
671874,Chennai,4,766,15209,4019,Medium
640060,Ahmedabad,8,131,41494,27695,Loss
122145,Jaipur,1,471,27093,22378,Medium
516517,Chandigarh,5,572,21798,37532,Medium
872881,Visakhapatnam,8,181,45922,46513,Loss
171978,Jaipur,2,53,41406,37418,Loss
626192,Jaipur,7,916,8175,28694,Medium
971421,Ahmedabad,4,100,47649,4245,Loss
309043,Pune,8,604,6526,15641,Loss
318481,Jaipur,1,207,34882,10170,Loss
977171,Indore,3,104,8511,31665,Profitable
861332,Ahmedabad,6,258,10092,23741,Loss
491800,Visakhapatnam,4,651,14671,43856,Profitable
507927,Jaipur,3,162,22425,4716,Loss
543990,Delhi,1,342,9889,40615,Profitable
163508,Coimbatore,2,377,39022,49330,Medium
118747,Kolkata,10,313,12937,23655,Loss
830338,Coimbatore,5,456,19134,37613,Medium
433980,Indore,10,559,6746,27382,Loss
297513,Chandigarh,6,928,34181,12522,Loss
729212,Lucknow,2,804,36138,5166,Profitable
144232,Bhopal,8,534,46242,12622,Loss
980133,Jaipur,10,94,12728,5235,Loss
740043,Delhi,9,516,13157,8731,Loss
464816,Lucknow,7,662,47140,36352,Loss
207654,Chandigarh,3,189,44073,36157,Loss
749875,Mumbai,7,192,9267,12242,Loss
331832,Lucknow,5,789,15902,43739,Medium
457369,Visakhapatnam,8,170,19423,39213,Loss
154075,Lucknow,10,526,10665,8019,Loss
418498,Indore,6,114,34245,3972,Loss
583639,Mumbai,9,157,21941,39461,Loss
170159,Coimbatore,2,767,42217,40671,Medium
544495,Mumbai,9,319,21798,46673,Loss
317040,Delhi,9,722,22779,14968,Loss
543061,Bhopal,8,849,33063,11695,Loss
744209,Delhi,5,682,31494,4882,Medium
987478,Pune,1,949,39204,38316,Profitable
599023,Hyderabad,10,588,48206,41060,Loss
307942,Chandigarh,9,748,32746,40778,Loss
518188,Ahmedabad,10,889,49291,24154,Loss
233166,Chennai,8,357,42512,12276,Loss
465760,Pune,7,976,25611,22817,Loss
213945,Bangalore,7,629,12727,10615,Loss
918396,Coimbatore,3,106,45164,36334,Medium
151123,Pune,3,179,45459,32911,Loss
877320,Visakhapatnam,7,357,18419,49347,Medium
546296,Chandigarh,3,968,31059,34306,Profitable
223204,Chennai,8,488,47550,7932,Loss
956679,Kolkata,10,116,14038,15218,Loss
383142,Lucknow,4,90,11159,23036,Loss
640540,Chandigarh,10,658,14595,11667,Loss
133255,Lucknow,8,568,30677,29662,Loss
186488,Pune,5,811,24686,47095,Medium
105634,Chandigarh,10,331,48530,15185,Loss
566391,Ahmedabad,2,358,26565,7345,Medium
352853,Chandigarh,9,849,10137,20764,Loss
709791,Coimbatore,1,261,23918,40552,Profitable
554235,Chennai,7,816,49557,27921,Loss
529025,Delhi,4,474,27078,42639,Medium
933873,Chennai,6,823,26835,9284,Medium
111149,Mumbai,8,917,42497,17310,Loss
782661,Jaipur,8,581,37155,2613,Loss
598827,Visakhapatnam,10,869,37846,10161,Loss
832328,Pune,5,506,31591,21462,Medium
384565,Chennai,2,743,31033,16195,Medium
527677,Mumbai,6,892,27195,2552,Loss
377935,Delhi,2,869,44187,34059,Profitable
807439,Bangalore,6,692,6273,4449,Medium
617365,Bangalore,7,292,32257,45332,Loss
205564,Indore,7,135,40673,13096,Loss
621705,Coimbatore,9,944,44447,18372,Loss
993440,Bhopal,3,773,31701,35104,Profitable
451527,Ahmedabad,9,415,20985,23356,Loss
523683,Mumbai,10,993,20821,16691,Loss
107939,Pune,7,415,38737,31293,Loss
260694,Chandigarh,9,491,8170,35953,Loss
654415,Kolkata,9,977,34580,25343,Loss
213564,Chennai,9,766,36501,4648,Loss
723519,Hyderabad,6,420,7227,31505,Medium
743622,Chandigarh,4,950,48411,26048,Profitable
919990,Hyderabad,10,321,48463,25152,Loss
113923,Bangalore,7,258,34443,13631,Loss
465822,Chandigarh,6,208,16685,7424,Loss
578217,Hyderabad,3,644,10683,17776,Medium
800488,Delhi,2,432,23526,46216,Profitable
246448,Delhi,5,429,15864,6788,Loss
343519,Pune,10,937,41974,22188,Loss
922635,Indore,10,112,16891,11115,Loss
418992,Ahmedabad,6,59,5512,5288,Loss
553066,Chennai,5,838,13914,20021,Medium
941463,Visakhapatnam,8,173,9971,15718,Loss
388491,Lucknow,2,184,16877,6146,Loss
131347,Jaipur,1,331,10305,47197,Medium
822825,Indore,2,416,23613,46796,Profitable
606783,Ahmedabad,4,388,41931,25171,Loss
695821,Bhopal,5,579,38886,15761,Loss
273459,Bangalore,4,800,12919,45683,Medium
599626,Jaipur,5,607,12937,15072,Medium
142442,Mumbai,10,803,16381,49350,Loss
629240,Chennai,5,763,10480,30468,Medium
198492,Pune,3,865,44960,29732,Medium
426658,Chandigarh,2,677,20657,29561,Profitable
967936,Hyderabad,1,414,35476,10437,Profitable
238196,Bhopal,7,314,27859,38698,Loss
964024,Coimbatore,5,170,32078,3929,Loss
160285,Hyderabad,7,707,48943,15538,Loss
402502,Hyderabad,8,660,33301,30965,Loss
525383,Visakhapatnam,2,155,10543,36533,Medium
349198,Coimbatore,7,150,23201,39228,Loss
130894,Bangalore,9,164,23417,39135,Loss
260610,Indore,2,952,27853,14330,Profitable
221383,Coimbatore,2,966,7134,44024,Profitable
418171,Coimbatore,10,852,40911,15132,Loss
211636,Pune,4,122,13996,26165,Loss
580247,Hyderabad,9,643,39079,3085,Loss
973364,Visakhapatnam,2,63,25974,23839,Medium
515748,Ahmedabad,7,440,34927,19943,Loss
507307,Indore,8,154,32074,39097,Loss
474825,Chandigarh,3,318,29822,31093,Medium
886780,Coimbatore,10,643,37169,17985,Loss
993688,Jaipur,6,878,40515,37689,Profitable
124135,Visakhapatnam,6,628,48182,10547,Loss
144681,Lucknow,8,899,23129,22179,Loss
712136,Bangalore,6,847,10174,41768,Profitable
935252,Ahmedabad,6,285,38805,31790,Loss
660727,Delhi,9,917,42532,37692,Loss
160119,Pune,8,723,32084,23597,Loss
621731,Delhi,1,829,38061,44411,Profitable
762289,Visakhapatnam,2,472,35919,34978,Profitable
334310,Chandigarh,8,945,10465,9559,Loss
931942,Chennai,9,545,33320,13556,Loss
571380,Chennai,3,121,21231,22522,Loss
393933,Pune,1,393,6421,7318,Medium
843956,Chandigarh,8,814,37182,2539,Loss
578861,Delhi,7,704,27605,21006,Loss
594770,Jaipur,3,209,42586,36019,Medium
180171,Kolkata,3,662,39210,3294,Loss
526938,Bhopal,8,215,44374,27412,Loss
499698,Bangalore,7,746,41895,47118,Loss
927404,Coimbatore,5,638,31723,45491,Profitable
957845,Delhi,7,797,25204,42200,Profitable
580279,Mumbai,9,931,5077,22966,Loss
213482,Bhopal,10,132,13867,15498,Loss
655096,Mumbai,9,938,31568,32021,Loss
800238,Indore,7,512,44302,16158,Loss
275245,Chennai,1,721,47565,39905,Profitable
333200,Mumbai,4,747,44541,14353,Loss
202296,Coimbatore,9,298,11672,20572,Loss
151144,Indore,3,657,16618,7356,Loss
894134,Indore,6,192,6488,20563,Loss
773710,Hyderabad,8,715,22538,47427,Medium
329340,Jaipur,8,611,37140,38618,Loss
951358,Delhi,8,365,16399,31262,Loss
179688,Chandigarh,2,575,13721,22667,Medium
574570,Bhopal,10,759,26546,39662,Loss
655393,Ahmedabad,9,560,8262,6623,Loss
106940,Pune,8,172,33995,23619,Loss
142353,Hyderabad,3,420,23300,14088,Loss
231257,Hyderabad,6,980,31291,17370,Loss
182063,Delhi,5,66,18876,45265,Loss
315641,Jaipur,2,986,20983,36524,Profitable
305572,Lucknow,9,84,24909,24576,Loss
865142,Lucknow,10,271,12767,25963,Loss
114501,Kolkata,5,88,9035,9918,Loss
214534,Indore,2,124,11193,8562,Loss
542549,Bangalore,4,257,6141,36032,Medium
668007,Bangalore,3,339,8784,6022,Medium
297997,Chennai,3,886,26007,19211,Medium
130202,Chandigarh,7,768,17476,15321,Loss
992428,Ahmedabad,9,569,35770,30643,Loss
288181,Mumbai,2,927,32721,42331,Profitable
422109,Hyderabad,1,171,43347,36427,Medium
523030,Ahmedabad,4,931,26544,14784,Medium
900910,Bangalore,7,939,19332,31341,Profitable
354904,Pune,8,583,10750,30517,Loss
488005,Delhi,6,395,34820,28919,Loss
105068,Indore,4,314,16026,26050,Loss
537126,Lucknow,9,58,18375,22116,Loss
180245,Kolkata,5,766,30498,29534,Loss
976480,Jaipur,5,289,10258,40947,Medium
430617,Coimbatore,4,868,44812,34943,Medium
794674,Chennai,9,885,47556,41315,Medium
787526,Jaipur,2,356,11167,33597,Profitable
705382,Jaipur,10,863,27653,46921,Loss
569752,Delhi,3,330,11658,16616,Medium
266034,Chandigarh,10,783,35892,42381,Loss
236217,Kolkata,4,848,44594,38265,Medium
111275,Mumbai,4,949,22907,45340,Medium
528267,Lucknow,1,721,25418,9896,Profitable
291073,Bhopal,3,908,11832,38241,Profitable
114746,Bangalore,3,629,31507,43592,Medium
825602,Visakhapatnam,3,299,16118,12281,Medium
228915,Jaipur,10,355,26035,32971,Loss
632412,Pune,5,413,30485,36566,Medium
380285,Coimbatore,2,581,17979,16126,Medium
500508,Ahmedabad,7,742,10384,23417,Loss
763757,Chennai,3,252,42547,12640,Loss
160540,Chennai,1,835,13468,14225,Profitable
858473,Lucknow,10,389,11874,39253,Loss
476260,Bangalore,2,847,7379,19510,Profitable
842366,Kolkata,9,870,6740,26025,Medium
142082,Chennai,10,675,24839,39289,Loss
713776,Bangalore,9,524,21145,27646,Loss
228959,Visakhapatnam,7,977,15352,34681,Loss
407606,Bangalore,9,215,42195,18329,Loss
557459,Visakhapatnam,9,889,31695,8933,Loss
617531,Indore,5,159,16208,4023,Loss
344992,Jaipur,4,429,40086,28170,Loss
473848,Kolkata,4,770,17399,17356,Medium
773000,Hyderabad,5,87,15840,9065,Loss
576728,Mumbai,6,438,21688,18357,Loss
861804,Lucknow,7,179,39257,15708,Loss
212386,Jaipur,10,690,16211,12411,Loss
254539,Bhopal,7,186,37197,4821,Loss
864888,Mumbai,8,919,22795,27237,Medium
386731,Lucknow,6,875,19067,35166,Medium
114765,Chennai,7,416,23360,9245,Loss
302872,Bangalore,5,644,40617,31011,Loss
556848,Delhi,5,931,35666,29758,Medium
863809,Kolkata,2,91,26434,34075,Medium
191570,Delhi,1,647,46653,17440,Medium
294084,Coimbatore,7,895,15086,27193,Loss
264918,Bhopal,8,475,34381,26573,Loss
759658,Bhopal,3,550,40659,14555,Medium
486168,Bhopal,3,987,41020,46784,Profitable
977534,Indore,1,531,26812,48661,Profitable
872933,Delhi,8,648,25224,5583,Loss
458618,Bhopal,4,57,26932,26703,Loss
173160,Chandigarh,8,446,29439,40869,Loss
441020,Delhi,4,645,14867,19589,Medium
603970,Indore,10,493,31789,31299,Loss
293107,Coimbatore,6,354,18006,4479,Loss
861673,Visakhapatnam,2,436,44662,36272,Profitable
134132,Pune,2,682,13838,25397,Medium
164348,Delhi,5,662,21343,8375,Loss
441141,Jaipur,6,908,45192,33389,Medium
771108,Chennai,3,677,38290,21225,Profitable
903932,Chandigarh,10,428,28301,6031,Loss
420675,Coimbatore,3,475,38875,23670,Loss
136606,Bangalore,7,909,7244,25636,Loss
143022,Delhi,9,990,26852,42410,Loss
258277,Ahmedabad,10,427,41338,28012,Loss
454171,Jaipur,5,955,10704,2136,Medium
198637,Hyderabad,6,843,45447,22624,Loss
204866,Kolkata,7,209,24681,27127,Loss
525190,Jaipur,6,834,23063,33546,Medium
368334,Kolkata,4,414,22185,7784,Loss
688528,Delhi,7,166,32635,8809,Loss
890869,Chennai,5,147,21881,9668,Loss
801287,Lucknow,6,246,19895,40891,Loss
434139,Jaipur,10,949,47376,30086,Loss
599697,Bhopal,7,570,12914,38100,Loss
987118,Pune,2,976,47780,37035,Profitable
682614,Indore,6,167,46813,41321,Loss
867929,Mumbai,2,787,35098,35965,Profitable
976710,Kolkata,1,343,20901,47790,Profitable
703167,Lucknow,2,595,18983,29708,Profitable
438826,Delhi,7,486,8335,29435,Loss
751642,Mumbai,7,630,15320,3878,Loss
594679,Delhi,8,365,8000,25064,Loss
640977,Mumbai,3,316,16318,11135,Medium
724680,Indore,9,696,42383,43340,Loss
672314,Coimbatore,1,613,8915,20786,Profitable
243742,Chennai,4,982,46648,46177,Medium
798341,Pune,8,276,47097,42524,Loss
149579,Kolkata,4,382,47276,28339,Loss
386095,Lucknow,1,963,35310,48238,Profitable
813477,Bhopal,2,900,20550,18672,Profitable
458429,Chennai,10,860,8185,23087,Loss
703961,Hyderabad,2,83,8176,24318,Medium
814041,Bangalore,8,736,14633,39257,Medium
485490,Coimbatore,8,406,37060,42811,Loss
874113,Visakhapatnam,1,125,20001,19503,Profitable
774181,Mumbai,6,809,15932,21274,Medium
223655,Indore,7,748,20161,29797,Loss
126364,Pune,7,682,6807,7947,Loss
188081,Lucknow,8,452,42742,25789,Loss
225777,Visakhapatnam,7,817,35028,27396,Loss
343602,Indore,8,876,28959,4952,Loss
286292,Visakhapatnam,8,766,35944,40227,Loss
719580,Ahmedabad,5,430,23549,27881,Medium
287363,Delhi,7,111,10932,13776,Loss
188206,Visakhapatnam,4,775,36979,10540,Loss
952470,Visakhapatnam,3,154,18652,38047,Profitable
498049,Indore,4,806,28968,21014,Medium
551405,Visakhapatnam,9,686,7748,2941,Loss
431371,Lucknow,3,797,10679,7046,Medium
638659,Hyderabad,2,502,20421,9755,Medium
250965,Pune,9,318,7227,3115,Loss
835168,Lucknow,10,144,33930,47517,Loss
507201,Bhopal,6,721,17297,40920,Medium
187813,Chennai,6,693,45934,26372,Loss
177347,Chennai,8,890,34821,17596,Loss
127552,Jaipur,1,530,27809,46939,Medium
459523,Hyderabad,3,657,38596,5480,Medium
427998,Chandigarh,7,481,39346,20217,Loss
542738,Pune,5,498,41265,10175,Loss
421852,Bhopal,2,863,44184,17719,Profitable
229912,Bangalore,5,781,19697,21965,Loss
182463,Chennai,3,671,21499,27440,Medium
836466,Bangalore,7,705,6678,38837,Medium
444161,Chennai,6,641,11289,26145,Loss
418707,Jaipur,9,976,40695,17030,Loss
658937,Mumbai,7,466,12910,6803,Loss
632972,Indore,5,632,28947,29885,Medium
954764,Chennai,7,272,12170,4421,Loss
377691,Hyderabad,4,489,8425,34767,Medium
821938,Chennai,9,781,20794,26340,Loss
821276,Delhi,7,455,38447,25736,Loss
430097,Mumbai,5,535,35058,38781,Loss
929560,Mumbai,8,889,26682,49365,Profitable
278755,Delhi,1,66,38135,13091,Loss
956632,Pune,10,989,16943,23840,Medium
772298,Kolkata,8,631,27066,38604,Loss
291057,Mumbai,10,848,27319,16381,Loss
125431,Hyderabad,3,684,31151,37025,Medium
389664,Kolkata,9,642,17097,34209,Loss
967065,Ahmedabad,9,848,33478,45447,Medium
475893,Bhopal,5,395,44912,28650,Loss
138441,Mumbai,8,648,43874,42204,Loss
670502,Bangalore,4,361,25772,46839,Medium
205643,Bangalore,8,863,36554,2438,Loss
118628,Visakhapatnam,7,794,44347,4748,Loss
562296,Kolkata,1,801,39793,41744,Profitable
740516,Chandigarh,9,108,34613,24781,Loss
188504,Chennai,9,883,12324,43674,Loss
904834,Lucknow,9,936,7858,49321,Profitable
398818,Delhi,2,796,8367,9451,Profitable
243586,Coimbatore,10,275,24205,3732,Loss
662409,Pune,4,945,41479,24121,Profitable
251651,Indore,4,51,10558,38991,Loss
859681,Bhopal,4,494,12002,41959,Profitable
909633,Coimbatore,4,178,38968,20192,Loss
863562,Visakhapatnam,1,781,39486,37806,Profitable
496510,Jaipur,1,367,12250,30840,Profitable
341091,Kolkata,6,96,18528,18320,Loss
223544,Jaipur,8,860,48358,4244,Loss
746679,Pune,8,959,34175,33197,Medium
587437,Ahmedabad,2,396,8469,13134,Medium
910994,Chandigarh,4,313,6843,37014,Profitable
833756,Pune,4,841,10174,11591,Profitable
762744,Hyderabad,1,773,19272,3531,Profitable
835828,Delhi,3,1000,27359,8761,Profitable
616993,Chennai,4,382,42828,35436,Medium
956775,Coimbatore,4,479,42838,8075,Medium
923614,Bangalore,5,818,30712,34795,Profitable
453427,Pune,4,226,37984,16005,Loss
909962,Visakhapatnam,3,76,15811,8710,Medium
673548,Lucknow,5,384,34362,10283,Loss
203656,Bhopal,8,200,31153,39128,Loss
237145,Kolkata,6,784,10320,3709,Loss
586293,Mumbai,4,427,23695,17538,Loss
631142,Visakhapatnam,5,573,35828,45370,Medium
592391,Visakhapatnam,2,789,33738,43157,Profitable
457864,Coimbatore,1,222,31031,27665,Medium
629677,Delhi,2,704,37785,19875,Profitable
317860,Mumbai,10,65,21518,4982,Loss
640555,Chennai,10,867,34838,3026,Loss
184512,Chandigarh,7,742,11412,38601,Loss
128261,Kolkata,7,92,8091,30287,Loss
940067,Chennai,1,866,46253,3589,Profitable
971259,Mumbai,10,963,22884,43249,Medium
791760,Indore,5,751,20984,14945,Medium
122470,Ahmedabad,10,838,47203,3791,Loss
780762,Hyderabad,3,128,7153,49345,Profitable
369972,Hyderabad,6,528,37232,2983,Loss
819206,Kolkata,8,460,25815,37668,Loss
230866,Jaipur,8,892,34290,26486,Loss
502307,Jaipur,5,614,27941,44582,Medium
377026,Delhi,1,499,34236,35519,Profitable
321651,Chennai,6,338,15810,19353,Loss
860380,Pune,1,792,30383,37950,Profitable
980404,Lucknow,6,459,49335,14089,Loss
163340,Ahmedabad,3,175,7527,13691,Loss
126227,Lucknow,2,359,26794,37215,Loss
231799,Bhopal,10,564,21578,20487,Loss
585403,Indore,5,626,49240,14447,Loss
853278,Lucknow,9,593,12493,28212,Loss
919013,Indore,7,975,13222,42560,Profitable
487196,Delhi,7,442,8701,14581,Loss
480513,Pune,2,825,48221,35369,Profitable
310766,Pune,9,773,18969,32476,Loss
238043,Pune,7,128,12286,35921,Loss
666311,Chandigarh,2,62,7279,43863,Medium
665156,Coimbatore,10,331,47094,19333,Loss
834000,Delhi,4,559,28255,23341,Medium
155641,Jaipur,5,922,7610,15715,Loss
435114,Indore,9,276,23805,35598,Loss
805079,Kolkata,4,254,37620,21631,Loss
349646,Indore,6,403,15489,32977,Loss
351817,Visakhapatnam,1,779,46009,18679,Profitable
261871,Mumbai,9,865,19611,49814,Loss
384590,Indore,8,657,20711,29820,Loss
910798,Kolkata,10,106,6825,47362,Loss
586296,Ahmedabad,3,390,16926,11241,Medium
436762,Coimbatore,7,736,14673,43403,Loss
951725,Pune,6,111,22128,17303,Loss
583253,Chandigarh,5,692,38855,6385,Loss
926789,Coimbatore,8,705,45312,12369,Loss
550352,Chennai,3,995,32072,29691,Profitable
662996,Lucknow,7,350,22596,21645,Loss
873202,Ahmedabad,9,647,26521,36960,Loss
403319,Chennai,6,73,30511,21342,Loss
441238,Delhi,1,839,31977,19270,Profitable
881359,Jaipur,9,617,5465,16354,Loss
642571,Kolkata,5,547,19636,44236,Medium
749450,Kolkata,3,218,26324,18595,Medium
299470,Lucknow,7,796,45575,15073,Loss
275575,Hyderabad,7,184,34972,36520,Loss
756721,Mumbai,10,599,34401,43045,Loss
172144,Bhopal,2,576,32086,14838,Loss
581374,Indore,1,297,12139,32049,Profitable
677678,Bangalore,1,787,24688,37630,Profitable
844137,Coimbatore,4,809,7198,14989,Profitable
246037,Ahmedabad,3,312,24901,39128,Loss
177609,Kolkata,8,669,18083,29277,Loss
194656,Mumbai,8,289,14063,14423,Loss
856989,Coimbatore,2,691,15092,19944,Profitable
510280,Jaipur,9,346,22452,37146,Loss
224289,Chennai,1,556,9167,48894,Profitable
447087,Pune,3,466,45416,9741,Loss
475219,Pune,10,604,14092,36123,Loss
